make,model,vehicleclass,enginesize,cylinders,transmission,fueltype,cityconsumption,hwyconsumption,combconsumption,combmpg,co2emission
Aston Martin,Db11 V8,Minicompact,4,8,Automatic 8 Speed,Premium Gasoline,13,9.8,11.5,25,271
Aston Martin,Db11 V12,Minicompact,5.2,12,Automatic 8 Speed,Premium Gasoline,15.5,11.4,13.7,21,322
Aston Martin,Rapide S,Subcompact,6,12,Automatic 8 Speed,Premium Gasoline,16.7,10.9,14.1,20,332
Aston Martin,Vanquish,Minicompact,6,12,Automatic 8 Speed,Premium Gasoline,17.5,11.4,14.7,19,346
Audi,A3,Subcompact,2,4,Automated Manual 7 Speed,Regular Gasoline,9.1,6.8,8,35,188
Audi,A3 Quattro,Subcompact,2,4,Automated Manual 6 Speed,Regular Gasoline,9.7,7.5,8.7,32,205
Audi,A3 Cabriolet Quattro,Subcompact,2,4,Automated Manual 6 Speed,Regular Gasoline,10.8,8,9.5,30,223
Audi,A4,Compact,2,4,Automated Manual 7 Speed,Premium Gasoline,8.6,6.4,7.6,37,177
Audi,A4 Quattro,Compact,2,4,Automated Manual 7 Speed,Premium Gasoline,10,7,8.7,32,203
Audi,A4 Quattro,Compact,2,4,Manual 6 Speed,Premium Gasoline,9.9,7.1,8.7,32,204
Audi,A4 Allroad Quattro,Station Wagon Small,2,4,Automated Manual 7 Speed,Premium Gasoline,10.5,7.9,9.3,30,217
Audi,A5 Quattro,Subcompact,2,4,Automated Manual 7 Speed,Premium Gasoline,10,7,8.7,32,203
Audi,A5 Quattro,Subcompact,2,4,Manual 6 Speed,Premium Gasoline,9.9,7.1,8.7,32,204
Audi,A5 Cabriolet Quattro,Subcompact,2,4,Automated Manual 7 Speed,Premium Gasoline,10,7,8.7,32,203
Audi,A5 Sportback Quattro,Mid Size,2,4,Automated Manual 7 Speed,Premium Gasoline,10,7,8.7,32,203
Audi,A6 Quattro,Mid Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.6,7.5,9.2,31,216
Audi,A6 Quattro,Mid Size,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.5,8.2,10,28,235
Audi,A7 Quattro,Mid Size,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.5,8.2,10,28,235
Audi,A8,Full Size,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,12.6,8,10.5,27,247
Audi,A8,Full Size,4,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.1,9.1,12.4,23,290
Audi,A8L,Full Size,4,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.1,9.1,12.4,23,290
Audi,Q3,Compact,2,4,Automatic Select Shift 6 Speed,Premium Gasoline,11.6,8.3,10.1,28,236
Audi,Q3 Quattro,Compact,2,4,Automatic Select Shift 6 Speed,Premium Gasoline,11.9,8.4,10.3,27,240
Audi,Q5,SUV Small,2,4,Automatic Select Shift 7 Speed,Premium Gasoline,10.4,8.6,9.6,29,226
Audi,Q7,SUV Standard,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,12.2,9.5,11,26,258
Audi,Q7,SUV Standard,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,12.6,9.4,11.1,25,260
Audi,R8,Two Seater,5.2,10,Automated Manual 7 Speed,Premium Gasoline,16,9.5,13.1,22,304
Audi,R8 Quattro,Two Seater,5.2,10,Automated Manual 7 Speed,Premium Gasoline,17.1,11.3,14.5,19,338
Audi,R8 Spyder,Two Seater,5.2,10,Automated Manual 7 Speed,Premium Gasoline,17.1,11.3,14.5,19,338
Audi,Rs 3,Subcompact,2.5,5,Automated Manual 7 Speed,Premium Gasoline,12.4,8.3,10.5,27,248
Audi,Rs 5,Subcompact,2.9,6,Automated Manual 8 Speed,Premium Gasoline,12.9,8.9,11.1,25,260
Audi,Rs 7,Mid Size,4,8,Automatic Select Shift 8 Speed,Premium Gasoline,17,9.6,13.7,21,318
Audi,S3,Subcompact,2,4,Automated Manual 7 Speed,Premium Gasoline,10.6,8.3,9.6,29,223
Audi,S4,Compact,3,6,Automated Manual 8 Speed,Premium Gasoline,11.5,8,9.9,29,232
Audi,S5,Subcompact,3,6,Automated Manual 8 Speed,Premium Gasoline,11.5,8,9.9,29,232
Audi,S5 Cabriolet,Subcompact,3,6,Automated Manual 8 Speed,Premium Gasoline,11.9,8.1,10.2,28,239
Audi,S5 Sportback,Mid Size,3,6,Automated Manual 8 Speed,Premium Gasoline,11.5,8,9.9,29,232
Audi,S6,Mid Size,4,8,Automated Manual 7 Speed,Premium Gasoline,15,10,12.8,22,298
Audi,S7,Mid Size,4,8,Automated Manual 7 Speed,Premium Gasoline,15,10,12.8,22,298
Audi,S8,Mid Size,4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16.2,9.9,13.4,21,313
Audi,Sq5,SUV Small,3,6,Automated Manual 8 Speed,Premium Gasoline,12.7,10,11.5,25,270
Audi,Tt Coupe Quattro,Subcompact,2,4,Automated Manual 6 Speed,Regular Gasoline,10.1,7.8,9.1,31,209
Audi,Tt Roadster Quattro,Two Seater,2,4,Automated Manual 6 Speed,Regular Gasoline,10.1,7.8,9.1,31,209
Audi,Tt Rs,Subcompact,2.5,5,Automated Manual 7 Speed,Premium Gasoline,12.3,8.2,10.5,27,245
Audi,Tts Coupe,Subcompact,2,4,Automated Manual 6 Speed,Premium Gasoline,10.3,8.6,9.5,30,222
Bentley,Bentayga,SUV Standard,6,12,Automatic Select Shift 8 Speed,Premium Gasoline,18.8,12.2,15.9,18,370
Bentley,Continental Gt Convertible,Compact,6,12,Automatic Select Shift 8 Speed,Premium Gasoline,20.4,12,16.6,17,389
Bentley,Continental Supersports,Compact,6,12,Automatic Select Shift 8 Speed,Premium Gasoline,20.4,12,16.6,17,389
Bentley,Flying Spur,Mid Size,4,8,Automatic Select Shift 8 Speed,Premium Gasoline,18.8,10.7,15.1,19,353
Bentley,Flying Spur,Mid Size,6,12,Automatic Select Shift 8 Speed,Premium Gasoline,20.4,12,16.6,17,389
Bentley,Mulsanne,Mid Size,6.8,8,Automatic Select Shift 8 Speed,Premium Gasoline,20.9,13,17.3,16,405
Bmw,230I Coupe,Subcompact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,9.8,6.8,8.4,34,197
Bmw,230I Coupe,Subcompact,2,4,Manual 6 Speed,Premium Gasoline,11.1,7.3,9.4,30,219
Bmw,230I Xdrive Cabriolet,Subcompact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.2,7.2,8.9,32,208
Bmw,230I Xdrive Coupe,Subcompact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,9.9,7.1,8.6,33,202
Bmw,328D Xdrive,Compact,2,4,Automatic Select Shift 8 Speed,Diesel,7.8,5.9,7,40,184
Bmw,328D Xdrive Touring,Station Wagon Small,2,4,Automatic Select Shift 8 Speed,Diesel,7.8,5.9,7,40,184
Bmw,330I Xdrive,Compact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.2,7.2,8.9,32,208
Bmw,330I Xdrive Gran Turismo,Full Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.2,7.2,8.9,32,208
Bmw,330I Xdrive Touring,Station Wagon Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.2,7.2,8.9,32,208
Bmw,340I,Compact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,9.2,6.2,7.8,36,183
Bmw,340I,Compact,3,6,Manual 6 Speed,Premium Gasoline,12.1,8.1,10.3,27,240
Bmw,340I Xdrive,Compact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.1,7.5,9.5,30,223
Bmw,340I Xdrive,Compact,3,6,Manual 6 Speed,Premium Gasoline,12.2,8.4,10.5,27,245
Bmw,340I Xdrive Gran Turismo,Full Size,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.8,7.9,10,28,235
Bmw,430I Xdrive Cabriolet,Subcompact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.7,7.3,9.1,31,214
Bmw,430I Xdrive Coupe,Compact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.2,7.2,8.9,32,208
Bmw,430I Xdrive Gran Coupe,Compact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.2,7.2,8.9,32,208
Bmw,440I Coupe,Compact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,9.2,6.2,7.8,36,183
Bmw,440I Coupe,Compact,3,6,Manual 6 Speed,Premium Gasoline,12.1,8.1,10.3,27,240
Bmw,440I Xdrive Cabriolet,Subcompact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.8,7.9,10,28,235
Bmw,440I Xdrive Coupe,Compact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.1,7.5,9.5,30,223
Bmw,440I Xdrive Coupe,Compact,3,6,Manual 6 Speed,Premium Gasoline,12.2,8.4,10.5,27,245
Bmw,440I Xdrive Gran Coupe,Compact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.1,7.5,9.5,30,223
Bmw,530I Xdrive,Mid Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.2,7.2,8.9,32,208
Bmw,540I Xdrive,Mid Size,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.6,8.1,10,28,236
Bmw,640I Xdrive Cabriolet,Subcompact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,12.3,8.4,10.5,27,248
Bmw,640I Xdrive Gran Coupe,Compact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,12.3,8.4,10.5,27,248
Bmw,640I Xdrive Gran Turismo,Full Size,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.9,8.4,10.3,27,241
Bmw,650I Xdrive Cabriolet,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.7,9.6,12.4,23,292
Bmw,650I Xdrive Coupe,Subcompact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14,10,12.2,23,286
Bmw,650I Xdrive Gran Coupe,Compact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.7,9.6,12.4,23,292
Bmw,750I Xdrive,Full Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.7,9.6,12.4,23,292
Bmw,750I Xdrive Swb,Full Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.3,9.4,12.1,23,283
Bmw,Alpina B6 Xdrive Gran Coupe,Compact,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.7,9.6,12.4,23,292
Bmw,M2,Subcompact,3,6,Automated Manual 7 Speed,Premium Gasoline,11.8,8.9,10.5,27,245
Bmw,M2,Subcompact,3,6,Manual 6 Speed,Premium Gasoline,13.1,9.2,11.4,25,267
Bmw,M240I Cabriolet,Subcompact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,10.9,7.7,9.5,30,222
Bmw,M240I Cabriolet,Subcompact,3,6,Manual 6 Speed,Premium Gasoline,12.7,8.7,10.9,26,255
Bmw,M240I Coupe,Subcompact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,10.9,7.7,9.5,30,222
Bmw,M240I Coupe,Subcompact,3,6,Manual 6 Speed,Premium Gasoline,12.5,8.4,10.7,26,249
Bmw,M240I Xdrive Cabriolet,Subcompact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.2,7.8,9.7,29,227
Bmw,M240I Xdrive Coupe,Subcompact,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.2,7.8,9.7,29,227
Bmw,M3,Compact,3,6,Automated Manual 7 Speed,Premium Gasoline,13.5,9.9,11.9,24,280
Bmw,M3,Compact,3,6,Manual 6 Speed,Premium Gasoline,13.5,9.3,11.6,24,273
Bmw,M4 Cabriolet,Subcompact,3,6,Automated Manual 7 Speed,Premium Gasoline,14.5,10.5,12.7,22,299
Bmw,M4 Cabriolet,Subcompact,3,6,Manual 6 Speed,Premium Gasoline,13.8,9.4,11.9,24,280
Bmw,M4 Coupe,Compact,3,6,Automated Manual 7 Speed,Premium Gasoline,13.5,9.9,11.9,24,280
Bmw,M4 Coupe,Compact,3,6,Manual 6 Speed,Premium Gasoline,13.5,9.3,11.6,24,273
Bmw,M550I Xdrive,Mid Size,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.3,9.4,12.1,23,283
Bmw,M6 Cabriolet,Subcompact,4.4,8,Automated Manual 7 Speed,Premium Gasoline,17.3,11.6,14.7,19,344
Bmw,M6 Cabriolet,Subcompact,4.4,8,Manual 6 Speed,Premium Gasoline,16.2,10.9,13.8,20,324
Bmw,M6 Coupe,Subcompact,4.4,8,Automated Manual 7 Speed,Premium Gasoline,17.3,11.6,14.7,19,344
Bmw,M6 Coupe,Subcompact,4.4,8,Manual 6 Speed,Premium Gasoline,16.2,10.9,13.8,20,324
Bmw,M6 Gran Coupe,Compact,4.4,8,Automated Manual 7 Speed,Premium Gasoline,17.3,11.6,14.7,19,344
Bmw,M6 Gran Coupe,Compact,4.4,8,Manual 6 Speed,Premium Gasoline,16.2,10.9,13.8,20,324
Bmw,M760I Xdrive,Full Size,6.6,12,Automatic Select Shift 8 Speed,Premium Gasoline,17.7,11.9,15.1,19,355
Bmw,X1 Xdrive28I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.7,7.5,9.3,30,217
Bmw,X2 Xdrive28I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,11,7.7,9.5,30,222
Bmw,X3 Xdrive30I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.8,8,9.5,30,223
Bmw,X3 M40I,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,11.7,8.6,10.3,27,241
Bmw,X4 Xdrive28I,SUV Small,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,11.8,8.6,10.3,27,240
Bmw,X4 M40I,SUV Small,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,12.9,9.5,11.4,25,266
Bmw,X5 Xdrive35D,SUV Standard,3,6,Automatic Select Shift 8 Speed,Diesel,10.3,8,9.3,30,246
Bmw,X5 Xdrive35I,SUV Standard,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,13,9.8,11.5,25,270
Bmw,X5 Xdrive50I,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.4,11.2,13.5,21,317
Bmw,X5 M,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16.6,12.1,14.6,19,341
Bmw,X6 Xdrive35I,SUV Standard,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,13,9.8,11.5,25,270
Bmw,X6 Xdrive50I,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.4,11.2,13.5,21,317
Bmw,X6 M,SUV Standard,4.4,8,Automatic Select Shift 8 Speed,Premium Gasoline,16.6,12.1,14.6,19,341
Bugatti,Chiron,Two Seater,8,16,Automated Manual 7 Speed,Premium Gasoline,26.8,16.6,22.2,13,522
Buick,Enclave,SUV Standard,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,12.9,9,11.2,25,263
Buick,Enclave Awd,SUV Standard,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,13.8,9.4,11.8,24,277
Buick,Encore,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.3,7.2,8.3,34,194
Buick,Encore (Sidi With Stop/Start),SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.6,7.1,7.9,36,185
Buick,Encore Awd,SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.9,7.8,8.9,32,210
Buick,Encore Awd (Sidi With Stop/Start),SUV Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,9,7.6,8.3,34,196
Buick,Envision Awd,SUV Small,2,4,Automatic 6 Speed,Premium Gasoline,11.8,9.1,10.6,27,248
Buick,Envision Awd,SUV Small,2.5,4,Automatic 6 Speed,Regular Gasoline,11.1,8.6,10,28,234
Buick,Lacrosse,Mid Size,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,11.3,7.9,9.7,29,228
Buick,Lacrosse Eassist,Mid Size,2.5,4,Automatic 6 Speed,Regular Gasoline,9.3,6.7,8.1,35,190
Buick,Lacrosse Awd,Mid Size,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,11.8,8,10.1,28,237
Buick,Regal,Full Size,2,4,Automatic Select Shift 9 Speed,Premium Gasoline,10.7,7.4,9.2,31,217
Buick,Regal Awd,Full Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,11,8,9.6,29,227
Buick,Regal Awd,Full Size,3.6,6,Automatic Select Shift 9 Speed,Regular Gasoline,12.4,8.7,10.7,26,250
Cadillac,Ats,Compact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.5,7.7,9.2,31,216
Cadillac,Ats,Compact,2,4,Manual 6 Speed,Premium Gasoline,12,8.2,10.3,27,240
Cadillac,Ats,Compact,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,11.6,8,10,28,234
Cadillac,Ats Awd,Compact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.8,7.9,9.5,30,222
Cadillac,Ats Awd,Compact,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,12.1,8.6,10.5,27,247
Cadillac,Ats-V,Compact,3.6,6,Automatic Select Shift 8 Speed,Premium Gasoline,13.9,9.4,11.9,24,291
Cadillac,Ats-V,Compact,3.6,6,Manual 6 Speed,Premium Gasoline,14.4,10.4,12.6,22,295
Cadillac,Ct6,Full Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,11,7.8,9.5,30,224
Cadillac,Ct6 Awd,Full Size,3,6,Automatic Select Shift 8 Speed,Premium Gasoline,13,9.1,11.2,25,263
Cadillac,Ct6 Awd,Full Size,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,13,8.9,11.1,25,261
Cadillac,Cts,Mid Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,11,7.8,9.5,30,224
Cadillac,Cts,Mid Size,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,11.6,8,10,28,234
Cadillac,Cts Awd,Mid Size,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,11.2,8.2,9.8,29,229
Cadillac,Cts Awd,Mid Size,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,12.1,8.6,10.5,27,247
Cadillac,Cts Vsport,Mid Size,3.6,6,Automatic Select Shift 8 Speed,Premium Gasoline,15,9.9,12.7,22,311
Cadillac,Cts-V,Mid Size,6.2,8,Automatic Select Shift 8 Speed,Premium Gasoline,16.5,11.1,14,20,329
Cadillac,Escalade 4Wd,SUV Standard,6.2,8,Automatic 10 Speed,Premium Gasoline,16.6,10.9,14,20,329
Cadillac,Xt5,SUV Small,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,12.1,8.9,10.6,27,250
Cadillac,Xt5 Awd,SUV Small,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,12.8,9.3,11.2,25,263
Cadillac,Xts,Full Size,3.6,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.2,8.5,11.1,25,260
Cadillac,Xts Awd,Full Size,3.6,6,Automatic Select Shift 6 Speed,Regular Gasoline,13.7,9,11.6,24,272
Cadillac,Xts Vsport Awd,Full Size,3.6,6,Automatic Select Shift 6 Speed,Premium Gasoline,15,10.2,12.8,22,302
Chevrolet,Camaro,Subcompact,2,4,Automatic Select Shift 8 Speed,Premium Gasoline,10.8,7.6,9.4,30,220
Chevrolet,Camaro,Subcompact,2,4,Manual 6 Speed,Premium Gasoline,11.9,7.9,10.1,28,235
Chevrolet,Camaro,Subcompact,3.6,6,Automatic Select Shift 8 Speed,Regular Gasoline,12.3,8.2,10.4,27,246
Chevrolet,Camaro,Subcompact,3.6,6,Manual 6 Speed,Regular Gasoline,14.4,8.4,11.7,24,274
Chevrolet,Camaro Ss,Subcompact,6.2,8,Automatic Select Shift 8 Speed,Premium Gasoline,14.2,8.7,11.7,24,273
Chevrolet,Camaro Ss,Subcompact,6.2,8,Manual 6 Speed,Premium Gasoline,14.3,9.4,12.1,23,284
Chevrolet,Camaro Zl1,Subcompact,6.2,8,Automatic Select Shift 10 Speed,Premium Gasoline,18.8,11.3,15.4,18,361
Chevrolet,Camaro Zl1,Subcompact,6.2,8,Manual 6 Speed,Premium Gasoline,17.1,12,14.8,19,348
Chevrolet,City Express,Special Purpose Vehicle,2,4,Continuously Variable,Regular Gasoline,9.8,8.8,9.3,30,218
Chevrolet,Colorado,Pickup Truck Small,2.5,4,Automatic 6 Speed,Regular Gasoline,12.1,9.2,10.8,26,253
Chevrolet,Colorado,Pickup Truck Small,2.5,4,Manual 6 Speed,Regular Gasoline,11.9,9.2,10.7,26,251
Chevrolet,Colorado,Pickup Truck Small,2.8,4,Automatic 6 Speed,Diesel,10.8,8,9.6,29,257
Chevrolet,Colorado,Pickup Truck Small,3.6,6,Automatic 8 Speed,Regular Gasoline,13.4,9.6,11.7,24,274
Chevrolet,Colorado 4Wd,Pickup Truck Small,2.5,4,Automatic 6 Speed,Regular Gasoline,12.6,9.8,11.3,25,266
Chevrolet,Colorado 4Wd,Pickup Truck Small,2.8,4,Automatic 6 Speed,Diesel,12.1,8.3,10.4,27,279
Chevrolet,Colorado 4Wd,Pickup Truck Small,3.6,6,Automatic 8 Speed,Regular Gasoline,14.1,10,12.2,23,288
Chevrolet,Colorado Zr2 4Wd,Pickup Truck Small,2.8,4,Automatic 6 Speed,Diesel,12.5,10.7,11.7,24,315
Chevrolet,Colorado Zr2 4Wd,Pickup Truck Small,3.6,6,Automatic 8 Speed,Regular Gasoline,15,13,14.1,20,331
Chevrolet,Corvette,Two Seater,6.2,8,Automatic Select Shift 8 Speed,Premium Gasoline,15.5,9.2,12.7,22,297
Chevrolet,Corvette,Two Seater,6.2,8,Manual 7 Speed,Premium Gasoline,14.2,9,11.9,24,278
Chevrolet,Corvette Z06,Two Seater,6.2,8,Automatic Select Shift 8 Speed,Premium Gasoline,17.6,10.3,14.3,20,336
Chevrolet,Corvette Z06,Two Seater,6.2,8,Manual 7 Speed,Premium Gasoline,15.6,10.6,13.4,21,312
Chevrolet,Cruze,Compact,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,8,5.9,7.1,40,166
Chevrolet,Cruze,Compact,1.4,4,Manual 6 Speed,Regular Gasoline,8.6,5.8,7.4,38,172
Chevrolet,Cruze Premier,Compact,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.1,6,7.2,39,169
Chevrolet,Cruze Diesel,Compact,1.6,4,Automatic 9 Speed,Diesel,7.7,5,6.5,43,175
Chevrolet,Cruze Diesel,Compact,1.6,4,Manual 6 Speed,Diesel,7.8,4.6,6.3,45,170
Chevrolet,Cruze Hatchback,Mid Size,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.1,6.2,7.3,39,172
Chevrolet,Cruze Hatchback,Mid Size,1.4,4,Manual 6 Speed,Regular Gasoline,8.6,6.2,7.5,38,175
Chevrolet,Cruze Hatchback Premier,Mid Size,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.4,6.4,7.5,38,176
Chevrolet,Cruze Hatchback Diesel,Mid Size,1.6,4,Automatic 9 Speed,Diesel,7.8,5.2,6.6,43,178
Chevrolet,Cruze Hatchback Diesel,Mid Size,1.6,4,Manual 6 Speed,Diesel,8.1,4.9,6.7,42,180
Chevrolet,Equinox,SUV Small,1.5,4,Automatic 6 Speed,Regular Gasoline,9.2,7.3,8.3,34,195
Chevrolet,Equinox,SUV Small,1.6,4,Automatic 6 Speed,Diesel,8.5,6,7.4,38,198
Chevrolet,Equinox Awd,SUV Small,1.5,4,Automatic 6 Speed,Regular Gasoline,9.8,7.9,8.9,32,209
Chevrolet,Equinox Awd,SUV Small,1.6,4,Automatic 6 Speed,Diesel,8.5,6.1,7.4,38,198
Chevrolet,Equinox Awd,SUV Small,2,4,Automatic 9 Speed,Premium Gasoline,10.9,8.3,9.7,29,228
Chevrolet,Impala,Full Size,2.5,4,Automatic Select Shift 6 Speed,Regular Gasoline,10.9,7.9,9.5,30,224
Chevrolet,Impala Ffv,Full Size,3.6,6,Automatic Select Shift 6 Speed,Regular Gasoline,12.7,8.5,10.8,26,254
Chevrolet,Impala Ffv,Full Size,3.6,6,Automatic Select Shift 6 Speed,Ethanol E85,17.2,11.6,14.6,19,245
Chevrolet,Malibu,Mid Size,1.5,4,Automatic 6 Speed,Regular Gasoline,8.8,6.5,7.8,36,181
Chevrolet,Malibu,Mid Size,2,4,Automatic 9 Speed,Premium Gasoline,10.5,7.4,9.1,31,213
Chevrolet,Malibu Hybrid,Mid Size,1.8,4,Continuously Variable,Regular Gasoline,4.8,5.5,5.1,55,121
Chevrolet,Silverado Ffv,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Regular Gasoline,13.4,10,11.8,24,278
Chevrolet,Silverado Ffv,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Ethanol E85,19.3,14.4,17.1,17,284
Chevrolet,Silverado,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,14.6,10.3,12.7,22,298
Chevrolet,Silverado Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,14.6,10.3,12.7,22,298
Chevrolet,Silverado Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Ethanol E85,19.7,13.9,17.1,17,283
Chevrolet,Silverado,Pickup Truck Standard,5.3,8,Automatic 8 Speed,Regular Gasoline,14.9,10.9,13.1,22,307
Chevrolet,Silverado,Pickup Truck Standard,6.2,8,Automatic 8 Speed,Premium Gasoline,15.9,11.2,13.8,20,324
Chevrolet,Silverado Eassist,Pickup Truck Standard,5.3,8,Automatic 8 Speed,Regular Gasoline,13.4,10,11.8,24,278
Chevrolet,Silverado 4Wd Ffv,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Regular Gasoline,14.1,10.6,12.5,23,294
Chevrolet,Silverado 4Wd Ffv,Pickup Truck Standard,4.3,6,Automatic 6 Speed,Ethanol E85,20.2,15.2,18,16,296
Chevrolet,Silverado 4Wd,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15,10.7,13.1,22,307
Chevrolet,Silverado 4Wd Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Regular Gasoline,15,10.7,13.1,22,307
Chevrolet,Silverado 4Wd Ffv,Pickup Truck Standard,5.3,8,Automatic 6 Speed,Ethanol E85,21,15,18.3,15,309
Chevrolet,Silverado 4Wd,Pickup Truck Standard,5.3,8,Automatic 8 Speed,Regular Gasoline,15.6,11.6,13.8,20,324
Chevrolet,Silverado 4Wd,Pickup Truck Standard,6.2,8,Automatic 8 Speed,Premium Gasoline,16,11.7,14.1,20,331
Chevrolet,Silverado Eassist 4Wd,Pickup Truck Standard,5.3,8,Automatic 8 Speed,Regular Gasoline,14.4,11.2,13,22,304
Chevrolet,Sonic,Compact,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.8,6.6,7.8,36,184
Chevrolet,Sonic,Compact,1.4,4,Manual 6 Speed,Regular Gasoline,8.4,6.3,7.4,38,174
Chevrolet,Sonic,Compact,1.8,4,Automatic Select Shift 6 Speed,Regular Gasoline,9.3,7,8.3,34,193
Chevrolet,Sonic,Compact,1.8,4,Manual 5 Speed,Regular Gasoline,9.2,6.8,8.1,35,190
Chevrolet,Sonic 5,Station Wagon Small,1.4,4,Automatic Select Shift 6 Speed,Regular Gasoline,8.8,6.6,7.8,36,184
Chevrolet,Sonic 5,Station Wagon Small,1.4,4,Manual 6 Speed,Regular Gasoline,8.4,6.3,7.4,38,174
